loanamount,totaldue,termdays,good_bad_flag,approval_time,interest_rate,creation_day_ofloan,bank_account_type,employment_status_clients,loan_counts,avg_repayment_delay,birthdate_missing,age,payment_ratio,repayment_speed,age_to_loan_ratio
10000.0,13000.0,30,0,1.002222222222222,1.0,Wednesday,Not Specified,Not Specified,1,0.0,1,32,1.0284830235182087,1.764720332103851,3.474318135182123
10000.0,11500.0,15,0,1.0197222222222222,1.0,Friday,Savings,Not Specified,1,0.0,0,41,1.015172879313906,1.764720332103851,4.451470110702095
10000.0,11500.0,15,0,1.0016666666666667,1.0,Sunday,Savings,Permanent,1,0.0,0,31,1.015172879313906,1.764720332103851,3.365745693457681
20000.0,22250.0,15,0,1.0030555555555556,0.75,Tuesday,Not Specified,Not Specified,1,1.0,1,32,1.0107643030145983,4.0,3.231168643960376
10000.0,13000.0,30,0,1.0016666666666667,1.0,Wednesday,Savings,Permanent,1,0.0,0,30,1.0284830235182087,1.764720332103851,3.2571732517332403
30000.0,34500.0,30,0,1.0013888888888889,0.5,Saturday,Other,Permanent,1,0.0,0,29,1.0135568711388026,1.764720332103851,2.813079775111171
20000.0,22250.0,15,0,1.002222222222222,0.75,Wednesday,Savings,Permanent,1,0.0,0,42,1.0107643030145983,1.764720332103851,4.2409088451979935
10000.0,13000.0,30,0,1.0016666666666667,1.0,Thursday,Not Specified,Not Specified,1,0.0,1,32,1.0284830235182087,1.764720332103851,3.474318135182123
20000.0,24500.0,30,0,1.0016666666666667,0.75,Monday,Savings,Permanent,1,0.0,0,55,1.0204908255953309,1.764720332103851,5.5535711068068965
10000.0,13000.0,30,0,1.0013888888888889,1.0,Tuesday,Savings,Permanent,1,0.0,0,31,1.0284830235182087,1.764720332103851,3.365745693457681
10000.0,13000.0,30,1,1.0194444444444444,1.0,Monday,Savings,Not Specified,1,0.0,0,32,1.0284830235182087,1.764720332103851,3.474318135182123
20000.0,24500.0,30,0,1.002222222222222,0.75,Monday,Current,Permanent,1,0.0,0,30,1.0204908255953309,1.764720332103851,3.0292206037128526
10000.0,11500.0,15,0,1.0058333333333334,1.0,Sunday,Savings,Not Specified,1,0.0,0,32,1.015172879313906,1.764720332103851,3.474318135182123
20000.0,24500.0,30,0,1.0194444444444444,0.75,Saturday,Not Specified,Not Specified,1,0.0,1,32,1.0204908255953309,1.764720332103851,3.231168643960376
10000.0,13000.0,30,0,1.0013888888888889,1.0,Sunday,Savings,Permanent,1,0.0,0,33,1.0284830235182087,1.764720332103851,3.582890576906564
20000.0,24500.0,30,0,1.0013888888888889,0.75,Monday,Not Specified,Not Specified,1,0.0,1,32,1.0204908255953309,1.764720332103851,3.231168643960376
10000.0,13000.0,30,0,1.0016666666666667,1.0,Friday,Savings,Permanent,1,0.0,0,30,1.0284830235182087,1.764720332103851,3.2571732517332403
40000.0,48000.0,60,0,1.003611111111111,0.3333333333333333,Saturday,Savings,Self-Employed,1,0.0,0,41,1.0172051754817346,1.764720332103851,3.8691437711409775
40000.0,44000.0,30,0,1.0016666666666667,0.3333333333333333,Monday,Other,Unemployed,1,0.0,0,46,1.008994146224817,1.764720332103851,4.340990572499633
20000.0,22250.0,15,1,1.0038888888888888,0.75,Thursday,Savings,Student,1,0.0,0,23,1.0107643030145983,1.764720332103851,2.3224024628465205
30000.0,34500.0,30,0,1.0016666666666667,0.5,Tuesday,Savings,Permanent,1,1.0,0,47,1.0135568711388026,4.954196310386876,4.559129290697415
30000.0,39000.0,60,1,1.0202777777777778,0.5,Sunday,Not Specified,Not Specified,1,0.0,1,32,1.0254493092292511,1.764720332103851,3.1040880277088783
30000.0,34500.0,30,1,1.002222222222222,0.5,Saturday,Other,Self-Employed,1,1.0,0,37,1.0135568711388026,4.954196310386876,3.5891017820383904
10000.0,13000.0,30,0,1.0019444444444443,1.0,Wednesday,Not Specified,Not Specified,1,0.0,1,32,1.0284830235182087,1.764720332103851,3.474318135182123
40000.0,48000.0,60,0,1.0019444444444443,0.3333333333333333,Tuesday,Savings,Permanent,1,1.0,0,29,1.0172051754817346,5.930737337562887,2.736711447880204
20000.0,24500.0,30,0,1.0013888888888889,0.75,Wednesday,Not Specified,Not Specified,1,0.0,1,32,1.0204908255953309,1.764720332103851,3.231168643960376
30000.0,39000.0,60,0,1.0019444444444443,0.5,Monday,Savings,Permanent,1,0.0,0,33,1.0254493092292511,1.764720332103851,3.2010907785747804
10000.0,13000.0,30,0,1.0013888888888889,1.0,Wednesday,Not Specified,Not Specified,1,0.0,1,32,1.0284830235182087,1.764720332103851,3.474318135182123
40000.0,44000.0,30,0,1.0194444444444444,0.3333333333333333,Tuesday,Not Specified,Not Specified,1,0.0,1,32,1.008994146224817,1.764720332103851,3.0198195286953973
30000.0,39000.0,60,0,1.0013888888888889,0.5,Tuesday,Savings,Permanent,1,0.0,0,31,1.0254493092292511,1.764720332103851,3.007085276842976
10000.0,13000.0,30,0,1.0016666666666667,1.0,Thursday,Not Specified,Not Specified,1,0.0,1,32,1.0284830235182087,1.764720332103851,3.474318135182123
10000.0,13000.0,30,0,1.002222222222222,1.0,Friday,Not Specified,Not Specified,1,0.0,1,32,1.0284830235182087,1.764720332103851,3.474318135182123
10000.0,13000.0,30,0,1.0016666666666667,1.0,Monday,Savings,Permanent,1,0.0,0,28,1.0284830235182087,1.764720332103851,3.0400283682843576
10000.0,13000.0,30,0,1.0019444444444443,1.0,Wednesday,Not Specified,Not Specified,1,0.0,1,32,1.0284830235182087,1.764720332103851,3.474318135182123
10000.0,13000.0,30,0,1.0194444444444444,1.0,Tuesday,Savings,Unemployed,1,104.0,0,29,1.0284830235182087,0.7378634423408691,3.1486008100087988
30000.0,34500.0,30,0,1.002222222222222,0.5,Wednesday,Savings,Permanent,1,0.0,0,25,1.0135568711388026,1.764720332103851,2.425068771647561
10000.0,13000.0,30,0,1.002222222222222,1.0,Saturday,Savings,Student,1,0.0,0,21,1.0284830235182087,1.764720332103851,2.2800212762132683
20000.0,24500.0,30,0,1.002222222222222,0.75,Thursday,Not Specified,Not Specified,1,0.0,1,32,1.0204908255953309,1.764720332103851,3.231168643960376
20000.0,24500.0,30,0,1.0016666666666667,0.75,Tuesday,Savings,Permanent,1,0.0,0,39,1.0204908255953309,1.764720332103851,3.937986784826709
10000.0,13000.0,30,0,1.002222222222222,1.0,Thursday,Savings,Permanent,1,0.0,0,29,1.0284830235182087,1.764720332103851,3.1486008100087988
10000.0,13000.0,30,0,1.0019444444444443,1.0,Tuesday,Other,Permanent,1,0.0,0,30,1.0284830235182087,1.764720332103851,3.2571732517332403
30000.0,34500.0,30,0,1.0033333333333334,0.5,Friday,Savings,Permanent,1,0.0,0,35,1.0135568711388026,1.764720332103851,3.395096280306585
10000.0,11125.0,15,0,1.0019444444444443,0.75,Saturday,Not Specified,Not Specified,1,0.0,1,32,1.011573781427534,1.764720332103851,3.474318135182123
20000.0,24500.0,30,0,1.002222222222222,0.75,Friday,Not Specified,Not Specified,1,0.0,1,32,1.0204908255953309,1.764720332103851,3.231168643960376
30000.0,34500.0,30,0,1.0019444444444443,0.5,Monday,Other,Self-Employed,1,0.0,0,36,1.0135568711388026,1.764720332103851,3.492099031172488
30000.0,34500.0,30,1,1.02,0.5,Friday,Other,Self-Employed,1,0.0,0,34,1.0135568711388026,1.764720332103851,3.298093529440683
20000.0,24500.0,30,0,1.0016666666666667,0.75,Sunday,Savings,Permanent,1,0.0,0,40,1.0204908255953309,1.764720332103851,4.03896080495047
15000.0,16687.5,15,0,1.0019444444444443,0.75,Friday,Savings,Permanent,1,2.0,0,43,1.0110861492654688,2.52371901428583,4.471773267541371
10000.0,11500.0,15,0,1.006388888888889,1.0,Sunday,Not Specified,Not Specified,1,0.0,1,32,1.015172879313906,1.764720332103851,3.474318135182123
50000.0,52500.0,30,0,1.0038888888888888,0.1666666666666666,Monday,Other,Permanent,1,0.0,0,36,1.0045092533636484,1.764720332103851,3.32723393305179
10000.0,11500.0,15,0,1.0019444444444443,1.0,Wednesday,Not Specified,Not Specified,1,0.0,1,32,1.015172879313906,1.764720332103851,3.474318135182123
30000.0,34500.0,30,0,1.0016666666666667,0.5,Wednesday,Savings,Permanent,1,0.0,0,31,1.0135568711388026,1.764720332103851,3.007085276842976
10000.0,13000.0,30,0,1.002222222222222,1.0,Sunday,Savings,Permanent,1,0.0,0,31,1.0284830235182087,1.764720332103851,3.365745693457681
10000.0,13000.0,30,0,1.0016666666666667,1.0,Saturday,Savings,Permanent,1,0.0,0,25,1.0284830235182087,1.764720332103851,2.7143110431110333
10000.0,13000.0,30,0,1.0025,1.0,Friday,Savings,Not Specified,1,0.0,0,30,1.0284830235182087,1.764720332103851,3.2571732517332403
10000.0,13000.0,30,0,1.0016666666666667,1.0,Thursday,Savings,Permanent,1,0.0,0,32,1.0284830235182087,1.764720332103851,3.474318135182123
10000.0,13000.0,30,0,1.0016666666666667,1.0,Tuesday,Savings,Permanent,1,0.0,0,33,1.0284830235182087,1.764720332103851,3.582890576906564
40000.0,44000.0,30,0,1.0202777777777778,0.3333333333333333,Monday,Savings,Student,1,0.0,0,25,1.008994146224817,1.764720332103851,2.359234006793279
10000.0,11500.0,15,0,1.002222222222222,1.0,Wednesday,Savings,Permanent,1,0.0,0,32,1.015172879313906,1.764720332103851,3.474318135182123
10000.0,13000.0,30,0,1.0019444444444443,1.0,Saturday,Savings,Permanent,1,0.0,0,26,1.0284830235182087,1.764720332103851,2.822883484835475
10000.0,11500.0,15,0,1.0016666666666667,1.0,Sunday,Savings,Permanent,1,0.0,0,46,1.015172879313906,1.764720332103851,4.994332319324302
10000.0,13000.0,30,0,1.0016666666666667,1.0,Friday,Savings,Permanent,1,0.0,0,25,1.0284830235182087,1.764720332103851,2.7143110431110333
10000.0,13000.0,30,0,1.0016666666666667,1.0,Tuesday,Savings,Unemployed,1,0.0,0,33,1.0284830235182087,1.764720332103851,3.582890576906564
10000.0,13000.0,30,1,1.0019444444444443,1.0,Friday,Savings,Permanent,1,0.0,0,36,1.0284830235182087,1.764720332103851,3.908607902079888
20000.0,22250.0,15,0,1.0016666666666667,0.75,Wednesday,Savings,Permanent,1,0.0,0,22,1.0107643030145983,1.764720332103851,2.2214284427227584
20000.0,24500.0,30,0,1.0197222222222222,0.75,Tuesday,Not Specified,Not Specified,1,0.0,1,32,1.0204908255953309,1.764720332103851,3.231168643960376
10000.0,13000.0,30,0,1.0016666666666667,1.0,Friday,Savings,Permanent,1,0.0,0,40,1.0284830235182087,1.764720332103851,4.3428976689776535
10000.0,11500.0,15,1,1.0016666666666667,1.0,Thursday,Not Specified,Not Specified,1,3.0,1,32,1.015172879313906,2.0,3.474318135182123
40000.0,48000.0,60,0,1.0186111111111111,0.3333333333333333,Monday,Savings,Permanent,1,19.0,0,37,1.0172051754817346,1.3722434078851682,3.491666330054053
20000.0,22250.0,15,0,1.0044444444444445,0.75,Friday,Savings,Permanent,1,0.0,0,31,1.0107643030145983,1.764720332103851,3.1301946238366143
10000.0,13000.0,30,0,1.002222222222222,1.0,Sunday,Not Specified,Not Specified,1,0.0,1,32,1.0284830235182087,1.764720332103851,3.474318135182123
10000.0,11500.0,15,0,1.0016666666666667,1.0,Tuesday,Savings,Not Specified,1,0.0,0,31,1.015172879313906,1.764720332103851,3.365745693457681
10000.0,13000.0,30,0,1.0019444444444443,1.0,Monday,Not Specified,Not Specified,1,0.0,1,32,1.0284830235182087,1.764720332103851,3.474318135182123
10000.0,11500.0,15,0,1.0019444444444443,1.0,Sunday,Savings,Permanent,1,0.0,0,42,1.015172879313906,1.764720332103851,4.560042552426537
10000.0,13000.0,30,0,1.0025,1.0,Saturday,Savings,Permanent,1,23.0,0,31,1.0284830235182087,1.080531478634262,3.365745693457681
20000.0,24500.0,30,0,1.001111111111111,0.75,Sunday,Savings,Permanent,1,0.0,0,32,1.0204908255953309,1.764720332103851,3.231168643960376
10000.0,13000.0,30,0,1.0019444444444443,1.0,Friday,Not Specified,Not Specified,1,0.0,1,32,1.0284830235182087,1.764720332103851,3.474318135182123
20000.0,24500.0,30,0,1.0197222222222222,0.75,Wednesday,Savings,Permanent,1,0.0,0,30,1.0204908255953309,1.764720332103851,3.0292206037128526
40000.0,44000.0,30,1,1.0019444444444443,0.3333333333333333,Sunday,Savings,Permanent,1,0.0,0,30,1.008994146224817,1.764720332103851,2.8310808081519347
10000.0,13000.0,30,1,1.0016666666666667,1.0,Monday,Savings,Permanent,1,3.0,0,31,1.0284830235182087,2.477098155193438,3.365745693457681
10000.0,13000.0,30,1,1.0016666666666667,1.0,Saturday,Savings,Permanent,1,0.0,0,30,1.0284830235182087,1.764720332103851,3.2571732517332403
20000.0,24500.0,30,1,1.0019444444444443,0.75,Wednesday,Savings,Not Specified,1,0.0,0,30,1.0204908255953309,1.764720332103851,3.0292206037128526
10000.0,13000.0,30,1,1.0197222222222222,1.0,Friday,Not Specified,Not Specified,1,11.0,1,32,1.0284830235182087,1.381938112153274,3.474318135182123
10000.0,11500.0,15,1,1.0013888888888889,1.0,Wednesday,Not Specified,Not Specified,1,0.0,1,32,1.015172879313906,1.764720332103851,3.474318135182123
10000.0,13000.0,30,1,1.002222222222222,1.0,Sunday,Savings,Permanent,1,6.0,0,33,1.0284830235182087,1.764720332103851,3.582890576906564
10000.0,11500.0,15,0,1.002222222222222,1.0,Saturday,Not Specified,Not Specified,1,0.0,1,32,1.015172879313906,1.764720332103851,3.474318135182123
10000.0,11500.0,15,0,1.0030555555555556,1.0,Tuesday,Other,Permanent,1,4.0,0,40,1.015172879313906,1.7227062322935722,4.3428976689776535
30000.0,34500.0,30,0,1.0025,0.5,Saturday,Not Specified,Not Specified,1,0.0,1,32,1.0135568711388026,1.764720332103851,3.1040880277088783
20000.0,24500.0,30,0,1.0016666666666667,0.75,Thursday,Not Specified,Not Specified,1,0.0,1,32,1.0204908255953309,1.764720332103851,3.231168643960376
50000.0,52500.0,30,0,1.0019444444444443,0.1666666666666666,Monday,Other,Self-Employed,1,0.0,0,41,1.0045092533636484,1.764720332103851,3.789349757086761
10000.0,13000.0,30,1,1.0033333333333334,1.0,Tuesday,Not Specified,Not Specified,1,1.0,1,32,1.0284830235182087,4.954196310386876,3.474318135182123
30000.0,34500.0,30,0,1.0025,0.5,Friday,Savings,Permanent,1,0.0,0,25,1.0135568711388026,1.764720332103851,2.425068771647561
20000.0,22250.0,15,1,1.0016666666666667,0.75,Thursday,Savings,Permanent,1,0.0,0,30,1.0107643030145983,1.764720332103851,3.0292206037128526
10000.0,13000.0,30,0,1.0019444444444443,1.0,Wednesday,Savings,Permanent,1,0.0,0,31,1.0284830235182087,1.764720332103851,3.365745693457681
10000.0,13000.0,30,0,1.0025,1.0,Thursday,Other,Permanent,1,0.0,0,42,1.0284830235182087,1.764720332103851,4.560042552426537
30000.0,39000.0,60,0,1.001111111111111,0.5,Wednesday,Savings,Permanent,1,0.0,0,39,1.0254493092292511,1.764720332103851,3.783107283770195
20000.0,21750.0,15,0,1.0019444444444443,0.5833333333333334,Wednesday,Savings,Not Specified,1,0.0,0,29,1.0084694444536488,1.764720332103851,2.928246583589091
10000.0,11500.0,15,1,1.0019444444444443,1.0,Monday,Savings,Not Specified,1,0.0,0,29,1.015172879313906,1.764720332103851,3.1486008100087988
20000.0,24500.0,30,0,1.0016666666666667,0.75,Saturday,Other,Permanent,1,0.0,0,40,1.0204908255953309,1.764720332103851,4.03896080495047
10000.0,13000.0,30,1,1.002222222222222,1.0,Friday,Other,Permanent,1,0.0,0,25,1.0284830235182087,1.764720332103851,2.7143110431110333
10000.0,12250.0,30,0,1.0038888888888888,0.75,Thursday,Savings,Not Specified,1,0.0,0,33,1.0220317889517223,1.764720332103851,3.582890576906564
10000.0,13000.0,30,0,1.0019444444444443,1.0,Saturday,Savings,Permanent,1,3.0,0,34,1.0284830235182087,2.477098155193438,3.691463018631006
10000.0,13000.0,30,1,1.0016666666666667,1.0,Thursday,Not Specified,Not Specified,1,3.0,1,32,1.0284830235182087,2.477098155193438,3.474318135182123
20000.0,24500.0,30,0,1.0013888888888889,0.75,Thursday,Savings,Permanent,1,0.0,0,31,1.0204908255953309,1.764720332103851,3.1301946238366143
10000.0,13000.0,30,0,1.002222222222222,1.0,Tuesday,Not Specified,Not Specified,1,0.0,1,32,1.0284830235182087,1.764720332103851,3.474318135182123
10000.0,13000.0,30,0,1.0019444444444443,1.0,Wednesday,Not Specified,Not Specified,1,0.0,1,32,1.0284830235182087,1.764720332103851,3.474318135182123
30000.0,34500.0,30,0,1.0013888888888889,0.5,Monday,Not Specified,Not Specified,1,0.0,1,32,1.0135568711388026,1.764720332103851,3.1040880277088783
10000.0,13000.0,30,0,1.0016666666666667,1.0,Friday,Not Specified,Not Specified,1,0.0,1,32,1.0284830235182087,1.764720332103851,3.474318135182123
10000.0,11500.0,15,0,1.0016666666666667,1.0,Friday,Savings,Permanent,1,0.0,0,26,1.015172879313906,1.764720332103851,2.822883484835475
15000.0,18375.0,30,0,1.0019444444444443,0.75,Friday,Savings,Permanent,1,0.0,0,36,1.021103504371728,1.764720332103851,3.743810177476497
10000.0,11500.0,15,0,1.0019444444444443,1.0,Monday,Savings,Permanent,1,0.0,0,31,1.015172879313906,1.764720332103851,3.365745693457681
10000.0,13000.0,30,0,1.0202777777777778,1.0,Thursday,Not Specified,Not Specified,1,24.0,1,32,1.0284830235182087,1.0668281074886614,3.474318135182123
10000.0,13000.0,30,0,1.0016666666666667,1.0,Saturday,Savings,Permanent,1,0.0,0,29,1.0284830235182087,1.764720332103851,3.1486008100087988
30000.0,34500.0,30,0,1.0194444444444444,0.5,Tuesday,Savings,Permanent,1,0.0,0,29,1.0135568711388026,1.764720332103851,2.813079775111171
10000.0,11500.0,15,0,1.002222222222222,1.0,Monday,Other,Permanent,1,0.0,0,31,1.015172879313906,1.764720332103851,3.365745693457681
10000.0,13000.0,30,0,1.0194444444444444,1.0,Sunday,Not Specified,Not Specified,1,6.0,1,32,1.0284830235182087,1.764720332103851,3.474318135182123
30000.0,39000.0,60,0,1.0202777777777778,0.5,Saturday,Savings,Not Specified,1,0.0,0,26,1.0254493092292511,1.764720332103851,2.522071522513464
40000.0,44000.0,30,0,1.0016666666666667,0.3333333333333333,Saturday,Savings,Permanent,1,0.0,0,30,1.008994146224817,1.764720332103851,2.8310808081519347
10000.0,11500.0,15,1,1.0041666666666669,1.0,Friday,Savings,Permanent,1,7.0,0,38,1.015172879313906,1.3333333333333337,4.125752785528771
10000.0,13000.0,30,0,1.002222222222222,1.0,Tuesday,Savings,Permanent,1,0.0,0,36,1.0284830235182087,1.764720332103851,3.908607902079888
30000.0,39000.0,60,0,1.0038888888888888,0.5,Monday,Other,Permanent,1,3.0,0,28,1.0254493092292511,2.965368668781444,2.7160770242452683
10000.0,13000.0,30,0,1.0052777777777775,1.0,Monday,Savings,Permanent,1,0.0,0,37,1.0284830235182087,1.764720332103851,4.01718034380433
10000.0,11500.0,15,0,1.0016666666666667,1.0,Monday,Not Specified,Not Specified,1,0.0,1,32,1.015172879313906,1.764720332103851,3.474318135182123
30000.0,34500.0,30,0,1.0019444444444443,0.5,Friday,Savings,Permanent,1,0.0,0,29,1.0135568711388026,1.764720332103851,2.813079775111171
30000.0,34500.0,30,0,1.0019444444444443,0.5,Monday,Not Specified,Not Specified,1,0.0,1,32,1.0135568711388026,1.764720332103851,3.1040880277088783
20000.0,24500.0,30,0,1.0180555555555555,0.75,Tuesday,Savings,Permanent,1,2.0,0,28,1.0204908255953309,3.125749857257015,2.8272725634653293
10000.0,13000.0,30,0,1.0016666666666667,1.0,Thursday,Savings,Permanent,1,0.0,0,34,1.0284830235182087,1.764720332103851,3.691463018631006
30000.0,34500.0,30,0,1.0016666666666667,0.5,Monday,Savings,Permanent,1,0.0,0,38,1.0135568711388026,1.764720332103851,3.686104532904293
10000.0,13000.0,30,0,1.0019444444444443,1.0,Sunday,Savings,Permanent,1,0.0,0,32,1.0284830235182087,1.764720332103851,3.474318135182123
40000.0,44000.0,30,0,1.0016666666666667,0.3333333333333333,Tuesday,Not Specified,Not Specified,1,0.0,1,32,1.008994146224817,1.764720332103851,3.0198195286953973
10000.0,13000.0,30,0,1.002222222222222,1.0,Thursday,Savings,Permanent,1,0.0,0,33,1.0284830235182087,1.764720332103851,3.582890576906564
20000.0,24500.0,30,0,1.0019444444444443,0.75,Thursday,Savings,Permanent,1,0.0,0,29,1.0204908255953309,1.764720332103851,2.928246583589091
10000.0,13000.0,30,0,1.002222222222222,1.0,Thursday,Savings,Permanent,1,2.0,0,50,1.0284830235182087,3.125749857257015,5.428622086222067
30000.0,34500.0,30,0,1.002222222222222,0.5,Friday,Not Specified,Not Specified,1,0.0,1,32,1.0135568711388026,1.764720332103851,3.1040880277088783
10000.0,11000.0,15,0,1.0019444444444443,0.6666666666666667,Monday,Not Specified,Not Specified,1,0.0,1,32,1.0103470720145602,1.764720332103851,3.474318135182123
10000.0,13000.0,30,0,1.003611111111111,1.0,Thursday,Savings,Permanent,1,0.0,0,30,1.0284830235182087,1.764720332103851,3.2571732517332403
10000.0,13000.0,30,1,1.0197222222222222,1.0,Monday,Not Specified,Not Specified,1,0.0,1,32,1.0284830235182087,1.764720332103851,3.474318135182123
10000.0,11500.0,15,0,1.002222222222222,1.0,Tuesday,Savings,Permanent,1,0.0,0,30,1.015172879313906,1.764720332103851,3.2571732517332403
